name,type,weight
理科大楼_10,1,24
理科大楼_11,1,23
理科大楼_12,1,38
理科大楼_13,1,8
理科大楼_14,1,33
理科大楼_15,1,48
理科大楼_16,1,48
理科大楼_17,1,33
理科大楼_18,1,13
理科大楼_19,1,28
理科大楼_20,1,30
理科大楼_21,1,24
理科大楼_22,1,30
理科大楼_23,1,11
理科大楼_24,1,44
理科大楼_25,1,6
理科大楼_26,1,14
理科大楼_27,1,36
理科大楼_28,1,17
理科大楼_29,1,27
理科大楼_30,1,46
理科大楼_31,1,34
理科大楼_32,1,7
理科大楼_33,1,42
理科大楼_34,1,40
理科大楼_35,1,27
理科大楼_36,1,9
理科大楼_37,1,20
理科大楼_38,1,36
理科大楼_39,1,12
理科大楼_40,1,6
理科大楼_41,1,26
理科大楼_42,1,22
理科大楼_43,1,49
理科大楼_44,1,6
理科大楼_45,1,9
理科大楼_46,1,13
理科大楼_47,1,27
理科大楼_48,1,15
理科大楼_49,1,6
理科大楼_50,1,44
理科大楼_51,1,36
理科大楼_52,1,7
理科大楼_53,1,32
理科大楼_54,1,41
理科大楼_55,1,23
理科大楼_56,1,12
理科大楼_57,1,19
理科大楼_58,1,29
理科大楼_59,1,19
理科大楼_60,1,35
理科大楼_61,1,25
理科大楼_62,1,40
理科大楼_63,1,43
理科大楼_64,1,34
理科大楼_65,1,21
理科大楼_66,1,39
理科大楼_67,1,39
理科大楼_68,1,26
理科大楼_69,1,31
理科大楼_70,1,20
理科大楼_71,1,22
理科大楼_72,1,18
理科大楼_73,1,49
理科大楼_74,1,11
理科大楼_75,1,35
理科大楼_76,1,23
理科大楼_77,1,41
理科大楼_78,1,33
理科大楼_79,1,24
理科大楼_80,1,7
理科大楼_81,1,27
理科大楼_82,1,37
理科大楼_83,1,22
理科大楼_84,1,37
理科大楼_85,1,18
理科大楼_86,1,17
理科大楼_87,1,31
理科大楼_88,1,6
理科大楼_89,1,26
理科大楼_90,1,32
理科大楼_91,1,10
理科大楼_92,1,37
理科大楼_93,1,22
理科大楼_94,1,48
理科大楼_95,1,22
理科大楼_96,1,25
理科大楼_97,1,34
理科大楼_98,1,50
理科大楼_99,1,35
理科大楼_100,1,46
理科大楼_101,1,7
理科大楼_102,1,33
理科大楼_103,1,43
理科大楼_104,1,40
理科大楼_105,1,6
理科大楼_106,1,35
理科大楼_107,1,5
理科大楼_108,1,11
理科大楼_109,1,11
理科大楼_110,1,18
理科大楼_111,1,39
理科大楼_112,1,24
理科大楼_113,1,25
理科大楼_114,1,45
理科大楼_115,1,25
理科大楼_116,1,29
理科大楼_117,1,5
理科大楼_118,1,30
理科大楼_119,1,21
理科大楼_120,1,45
理科大楼_121,1,17
理科大楼_122,1,46
理科大楼_123,1,26
理科大楼_124,1,18
理科大楼_125,1,11
理科大楼_126,1,10
理科大楼_127,1,47
理科大楼_128,1,30
理科大楼_129,1,32
理科大楼_130,1,18
理科大楼_131,1,50
理科大楼_132,1,50
理科大楼_133,1,17
理科大楼_134,1,23
理科大楼_135,1,47
理科大楼_136,1,39
理科大楼_137,1,41
理科大楼_138,1,40
理科大楼_139,1,39
理科大楼_140,1,38
理科大楼_141,1,19
理科大楼_142,1,45
理科大楼_143,1,43
理科大楼_144,1,47
理科大楼_145,1,39
理科大楼_146,1,33
理科大楼_147,1,33
理科大楼_148,1,49
理科大楼_149,1,44
理科大楼_150,1,20
理科大楼_151,1,41
理科大楼_152,1,31
理科大楼_153,1,42
理科大楼_154,1,36
理科大楼_155,1,41
理科大楼_156,1,46
理科大楼_157,1,38
理科大楼_158,1,14
理科大楼_159,1,49
理科大楼_160,1,5
理科大楼_161,1,26
理科大楼_162,1,45
理科大楼_163,1,42
理科大楼_164,1,32
理科大楼_165,1,17
理科大楼_166,1,49
理科大楼_167,1,5
理科大楼_168,1,17
理科大楼_169,1,25
理科大楼_170,1,23
理科大楼_171,1,43
理科大楼_172,1,9
理科大楼_173,1,15
理科大楼_174,1,43
理科大楼_175,1,28
理科大楼_176,1,5
理科大楼_177,1,31
理科大楼_178,1,25
理科大楼_179,1,6
理科大楼_180,1,38
理科大楼_181,1,25
理科大楼_182,1,10
理科大楼_183,1,32
理科大楼_184,1,37
理科大楼_185,1,41
理科大楼_186,1,15
理科大楼_187,1,22
理科大楼_188,1,17
理科大楼_189,1,42
理科大楼_190,1,15
理科大楼_191,1,6
理科大楼_192,1,9
理科大楼_193,1,47
理科大楼_194,1,35
理科大楼_195,1,11
理科大楼_196,1,29
理科大楼_197,1,11
理科大楼_198,1,38
理科大楼_199,1,27
理科大楼_200,1,24
理科大楼_201,1,25
理科大楼_202,1,10
理科大楼_203,1,13
理科大楼_204,1,8
理科大楼_205,1,6
理科大楼_206,1,39
理科大楼_207,1,5
理科大楼_208,1,16
理科大楼_209,1,29
理科大楼_210,1,42
理科大楼_211,1,47
理科大楼_212,1,22
理科大楼_213,1,5
理科大楼_214,1,46
理科大楼_215,1,45
理科大楼_216,1,11
理科大楼_217,1,25
理科大楼_218,1,40
理科大楼_219,1,29
理科大楼_220,1,44
理科大楼_221,1,36
理科大楼_222,1,31
理科大楼_223,1,20
理科大楼_224,1,13
理科大楼_225,1,17
理科大楼_226,1,28
理科大楼_227,1,21
理科大楼_228,1,47
理科大楼_229,1,5
理科大楼_230,1,9
理科大楼_231,1,11
理科大楼_232,1,9
理科大楼_233,1,14
理科大楼_234,1,5
理科大楼_235,1,33
理科大楼_236,1,29
理科大楼_237,1,12
理科大楼_238,1,15
理科大楼_239,1,35
理科大楼_240,1,46
理科大楼_241,1,24
理科大楼_242,1,40
理科大楼_243,1,50
理科大楼_244,1,31
理科大楼_245,1,24
理科大楼_246,1,18
理科大楼_247,1,45
理科大楼_248,1,11
理科大楼_249,1,24
理科大楼_250,1,5
理科大楼_251,1,34
理科大楼_252,1,22
理科大楼_253,1,43
理科大楼_254,1,43
理科大楼_255,1,33
理科大楼_256,1,19
理科大楼_257,1,27
理科大楼_258,1,39
理科大楼_259,1,8
理科大楼_260,1,7
理科大楼_261,1,34
理科大楼_262,1,47
理科大楼_263,1,19
理科大楼_264,1,9
理科大楼_265,1,34
理科大楼_266,1,16
理科大楼_267,1,9
理科大楼_268,1,29
理科大楼_269,1,8
理科大楼_270,1,16
理科大楼_271,1,9
理科大楼_272,1,48
理科大楼_273,1,11
理科大楼_274,1,9
理科大楼_275,1,41
理科大楼_276,1,10
理科大楼_277,1,12
理科大楼_278,1,17
理科大楼_279,1,20
理科大楼_280,1,15
理科大楼_281,1,23
理科大楼_282,1,42
理科大楼_283,1,13
理科大楼_284,1,38
理科大楼_285,1,49
理科大楼_286,1,7
理科大楼_287,1,33
理科大楼_288,1,21
理科大楼_289,1,38
理科大楼_290,1,9
理科大楼_291,1,14
理科大楼_292,1,27
理科大楼_293,1,39
理科大楼_294,1,12
理科大楼_295,1,22
理科大楼_296,1,50
理科大楼_297,1,37
理科大楼_298,1,25
理科大楼_299,1,10
理科大楼_300,1,43
理科大楼_301,1,5
理科大楼_302,1,38
理科大楼_303,1,44
理科大楼_304,1,9
理科大楼_305,1,16
理科大楼_306,1,32
理科大楼_307,1,18
理科大楼_308,1,34
理科大楼_309,1,27
理科大楼_310,1,13
理科大楼_311,1,13
理科大楼_312,1,24
理科大楼_313,1,48
理科大楼_314,1,8
理科大楼_315,1,44
理科大楼_316,1,25
理科大楼_317,1,9
理科大楼_318,1,39
理科大楼_319,1,12
理科大楼_320,1,10
理科大楼_321,1,43
理科大楼_322,1,47
理科大楼_323,1,17
理科大楼_324,1,48
理科大楼_325,1,31
理科大楼_326,1,50
理科大楼_327,1,28
理科大楼_328,1,39
理科大楼_329,1,50
理科大楼_330,1,12
理科大楼_331,1,15
理科大楼_332,1,26
理科大楼_333,1,17
理科大楼_334,1,23
理科大楼_335,1,7
理科大楼_336,1,6
理科大楼_337,1,7
理科大楼_338,1,16
理科大楼_339,1,34
理科大楼_340,1,26
理科大楼_341,1,12
理科大楼_342,1,47
理科大楼_343,1,10
理科大楼_344,1,7
理科大楼_345,1,33
理科大楼_346,1,29
理科大楼_347,1,46
理科大楼_348,1,8
理科大楼_349,1,10
理科大楼_350,1,7
理科大楼_351,1,39
理科大楼_352,1,11
理科大楼_353,1,40
理科大楼_354,1,46
理科大楼_355,1,22
理科大楼_356,1,18
理科大楼_357,1,43
理科大楼_358,1,22
理科大楼_359,1,48
理科大楼_360,1,40
理科大楼_361,1,20
理科大楼_362,1,37
理科大楼_363,1,7
理科大楼_364,1,35
理科大楼_365,1,17
理科大楼_366,1,6
理科大楼_367,1,20
理科大楼_368,1,41
理科大楼_369,1,26
理科大楼_370,1,17
理科大楼_371,1,18
理科大楼_372,1,45
理科大楼_373,1,38
理科大楼_374,1,49
理科大楼_375,1,35
理科大楼_376,1,15
理科大楼_377,1,8
理科大楼_378,1,36
理科大楼_379,1,21
理科大楼_380,1,24
理科大楼_381,1,12
理科大楼_382,1,15
理科大楼_383,1,40
理科大楼_384,1,16
理科大楼_385,1,47
理科大楼_386,1,5
理科大楼_387,1,28
理科大楼_388,1,43
理科大楼_389,1,40
理科大楼_390,1,16
理科大楼_391,1,7
理科大楼_392,1,8
理科大楼_393,1,50
理科大楼_394,1,50
理科大楼_395,1,25
理科大楼_396,1,7
理科大楼_397,1,36
理科大楼_398,1,25
理科大楼_399,1,47
理科大楼_400,1,11
理科大楼_401,1,15
理科大楼_402,1,20
理科大楼_403,1,43
理科大楼_404,1,38
理科大楼_405,1,24
理科大楼_406,1,43
理科大楼_407,1,35
理科大楼_408,1,50
理科大楼_409,1,35
理科大楼_410,1,12
理科大楼_411,1,27
理科大楼_412,1,46
理科大楼_413,1,39
理科大楼_414,1,16
理科大楼_415,1,26
理科大楼_416,1,23
理科大楼_417,1,45
理科大楼_418,1,13
理科大楼_419,1,7
理科大楼_420,1,44
理科大楼_421,1,25
理科大楼_422,1,42
理科大楼_423,1,40
理科大楼_424,1,34
理科大楼_425,1,7
理科大楼_426,1,29
理科大楼_427,1,37
理科大楼_428,1,25
理科大楼_429,1,15
理科大楼_430,1,42
理科大楼_431,1,16
理科大楼_432,1,21
理科大楼_433,1,44
理科大楼_434,1,33
理科大楼_435,1,29
理科大楼_436,1,8
理科大楼_437,1,13
理科大楼_438,1,33
理科大楼_439,1,47
理科大楼_440,1,45
理科大楼_441,1,41
理科大楼_442,1,33
理科大楼_443,1,38
理科大楼_444,1,14
理科大楼_445,1,22
理科大楼_446,1,29
理科大楼_447,1,34
理科大楼_448,1,25
理科大楼_449,1,7
理科大楼_450,1,32
理科大楼_451,1,5
理科大楼_452,1,17
理科大楼_453,1,5
理科大楼_454,1,14
理科大楼_455,1,11
理科大楼_456,1,16
理科大楼_457,1,28
理科大楼_458,1,40
理科大楼_459,1,21
理科大楼_460,1,27
理科大楼_461,1,34
理科大楼_462,1,43
理科大楼_463,1,48
理科大楼_464,1,15
理科大楼_465,1,33
理科大楼_466,1,28
理科大楼_467,1,37
理科大楼_468,1,29
理科大楼_469,1,43
理科大楼_470,1,26
理科大楼_471,1,11
理科大楼_472,1,16
理科大楼_473,1,13
理科大楼_474,1,50
理科大楼_475,1,47
理科大楼_476,1,19
理科大楼_477,1,46
理科大楼_478,1,47
理科大楼_479,1,28
理科大楼_480,1,42
理科大楼_481,1,20
理科大楼_482,1,30
理科大楼_483,1,36
理科大楼_484,1,40
理科大楼_485,1,11
理科大楼_486,1,15
理科大楼_487,1,41
理科大楼_488,1,5
理科大楼_489,1,30
理科大楼_490,1,45
理科大楼_491,1,49
理科大楼_492,1,35
理科大楼_493,1,47
理科大楼_494,1,45
理科大楼_495,1,13
理科大楼_496,1,15
理科大楼_497,1,43
理科大楼_498,1,12
理科大楼_499,1,28
理科大楼_500,1,9
理科大楼_501,1,47
理科大楼_502,1,37
理科大楼_503,1,11
理科大楼_504,1,48
理科大楼_505,1,33
理科大楼_506,1,28
理科大楼_507,1,6
理科大楼_508,1,45
理科大楼_509,1,39
理科大楼_510,1,8
理科大楼_511,1,16
理科大楼_512,1,41
理科大楼_513,1,50
理科大楼_514,1,19
理科大楼_515,1,44
理科大楼_516,1,24
理科大楼_517,1,6
理科大楼_518,1,5
理科大楼_519,1,44
理科大楼_520,1,37
理科大楼_521,1,38
理科大楼_522,1,42
理科大楼_523,1,42
理科大楼_524,1,44
理科大楼_525,1,48
理科大楼_526,1,25
理科大楼_527,1,26
理科大楼_528,1,12
理科大楼_529,1,38
理科大楼_530,1,39
理科大楼_531,1,37
理科大楼_532,1,25
理科大楼_533,1,20
理科大楼_534,1,47
理科大楼_535,1,27
理科大楼_536,1,33
理科大楼_537,1,10
理科大楼_538,1,17
理科大楼_539,1,37
理科大楼_540,1,26
理科大楼_541,1,29
理科大楼_542,1,24
理科大楼_543,1,6
理科大楼_544,1,34
理科大楼_545,1,45
理科大楼_546,1,10
理科大楼_547,1,19
理科大楼_548,1,30
理科大楼_549,1,10
理科大楼_550,1,11
理科大楼_551,1,18
理科大楼_552,1,38
理科大楼_553,1,23
理科大楼_554,1,28
理科大楼_555,1,17
理科大楼_556,1,42
理科大楼_557,1,40
理科大楼_558,1,35
理科大楼_559,1,27
理科大楼_560,1,31
理科大楼_561,1,15
理科大楼_562,1,24
理科大楼_563,1,33
理科大楼_564,1,50
理科大楼_565,1,9
理科大楼_566,1,27
理科大楼_567,1,50
理科大楼_568,1,38
理科大楼_569,1,41
理科大楼_570,1,14
理科大楼_571,1,25
理科大楼_572,1,25
理科大楼_573,1,12
理科大楼_574,1,35
理科大楼_575,1,39
理科大楼_576,1,22
理科大楼_577,1,50
理科大楼_578,1,38
理科大楼_579,1,26
理科大楼_580,1,10
理科大楼_581,1,34
理科大楼_582,1,6
理科大楼_583,1,47
理科大楼_584,1,8
理科大楼_585,1,20
理科大楼_586,1,26
理科大楼_587,1,30
理科大楼_588,1,6
理科大楼_589,1,27
理科大楼_590,1,19
理科大楼_591,1,5
理科大楼_592,1,46
理科大楼_593,1,38
理科大楼_594,1,12
理科大楼_595,1,25
理科大楼_596,1,41
理科大楼_597,1,19
理科大楼_598,1,5
理科大楼_599,1,6
理科大楼_600,1,24
理科大楼_601,1,47
理科大楼_602,1,39
理科大楼_603,1,27
理科大楼_604,1,6
理科大楼_605,1,34
理科大楼_606,1,6
理科大楼_607,1,27
理科大楼_608,1,18
理科大楼_609,1,49
理科大楼_610,1,6
理科大楼_611,1,30
理科大楼_612,1,7
理科大楼_613,1,41
理科大楼_614,1,29
理科大楼_615,1,9
理科大楼_616,1,26
理科大楼_617,1,37
理科大楼_618,1,43
理科大楼_619,1,14
理科大楼_620,1,15
理科大楼_621,1,12
理科大楼_622,1,18
理科大楼_623,1,20
理科大楼_624,1,28
理科大楼_625,1,50
理科大楼_626,1,12
理科大楼_627,1,26
理科大楼_628,1,11
理科大楼_629,1,22
理科大楼_630,1,20
理科大楼_631,1,23
理科大楼_632,1,16
理科大楼_633,1,46
理科大楼_634,1,18
理科大楼_635,1,38
理科大楼_636,1,47
理科大楼_637,1,8
理科大楼_638,1,28
理科大楼_639,1,28
理科大楼_640,1,39
理科大楼_641,1,26
理科大楼_642,1,17
理科大楼_643,1,31
理科大楼_644,1,28
理科大楼_645,1,39
理科大楼_646,1,19
理科大楼_647,1,28
理科大楼_648,1,28
理科大楼_649,1,50
理科大楼_650,1,30
理科大楼_651,1,25
理科大楼_652,1,15
理科大楼_653,1,24
理科大楼_654,1,30
理科大楼_655,1,44
理科大楼_656,1,39
理科大楼_657,1,6
理科大楼_658,1,25
理科大楼_659,1,19
理科大楼_660,1,11
理科大楼_661,1,22
理科大楼_662,1,39
理科大楼_663,1,50
理科大楼_664,1,38
理科大楼_665,1,32
理科大楼_666,1,46
理科大楼_667,1,9
理科大楼_668,1,30
理科大楼_669,1,31
理科大楼_670,1,13
理科大楼_671,1,50
理科大楼_672,1,22
理科大楼_673,1,9
理科大楼_674,1,31
理科大楼_675,1,23
理科大楼_676,1,14
理科大楼_677,1,43
理科大楼_678,1,34
理科大楼_679,1,43
理科大楼_680,1,18
理科大楼_681,1,24
理科大楼_682,1,29
理科大楼_683,1,31
理科大楼_684,1,50
理科大楼_685,1,43
理科大楼_686,1,5
理科大楼_687,1,49
理科大楼_688,1,12
理科大楼_689,1,18
理科大楼_690,1,30
理科大楼_691,1,9
理科大楼_692,1,31
理科大楼_693,1,23
理科大楼_694,1,35
理科大楼_695,1,35
理科大楼_696,1,44
理科大楼_697,1,29
理科大楼_698,1,34
理科大楼_699,1,6
理科大楼_700,1,27
理科大楼_701,1,37
理科大楼_702,1,12
理科大楼_703,1,23
理科大楼_704,1,7
理科大楼_705,1,22
理科大楼_706,1,18
理科大楼_707,1,37
理科大楼_708,1,38
理科大楼_709,1,47
理科大楼_710,1,35
理科大楼_711,1,43
理科大楼_712,1,17
理科大楼_713,1,17
理科大楼_714,1,39
理科大楼_715,1,28
理科大楼_716,1,11
理科大楼_717,1,21
理科大楼_718,1,21
理科大楼_719,1,30
理科大楼_720,1,18
理科大楼_721,1,34
理科大楼_722,1,34
理科大楼_723,1,32
理科大楼_724,1,12
理科大楼_725,1,26
理科大楼_726,1,6
理科大楼_727,1,20
理科大楼_728,1,26
理科大楼_729,1,37
理科大楼_730,1,40
理科大楼_731,1,12
理科大楼_732,1,35
理科大楼_733,1,12
理科大楼_734,1,32
理科大楼_735,1,36
理科大楼_736,1,20
理科大楼_737,1,41
理科大楼_738,1,30
理科大楼_739,1,27
理科大楼_740,1,6
理科大楼_741,1,19
理科大楼_742,1,20
理科大楼_743,1,50
理科大楼_744,1,39
理科大楼_745,1,34
理科大楼_746,1,40
理科大楼_747,1,16
理科大楼_748,1,15
理科大楼_749,1,35
理科大楼_750,1,43
理科大楼_751,1,41
理科大楼_752,1,16
理科大楼_753,1,48
理科大楼_754,1,38
理科大楼_755,1,5
理科大楼_756,1,8
理科大楼_757,1,33
理科大楼_758,1,24
理科大楼_759,1,26
理科大楼_760,1,45
理科大楼_761,1,24
理科大楼_762,1,10
理科大楼_763,1,40
理科大楼_764,1,15
理科大楼_765,1,18
理科大楼_766,1,40
理科大楼_767,1,46
理科大楼_768,1,37
理科大楼_769,1,44
理科大楼_770,1,48
理科大楼_771,1,21
理科大楼_772,1,47
理科大楼_773,1,8
理科大楼_774,1,39
理科大楼_775,1,34
理科大楼_776,1,5
理科大楼_777,1,14
理科大楼_778,1,21
理科大楼_779,1,34
理科大楼_780,1,27
理科大楼_781,1,43
理科大楼_782,1,46
理科大楼_783,1,26
理科大楼_784,1,46
理科大楼_785,1,24
理科大楼_786,1,27
理科大楼_787,1,11
理科大楼_788,1,12
理科大楼_789,1,22
理科大楼_790,1,16
理科大楼_791,1,31
理科大楼_792,1,6
理科大楼_793,1,12
理科大楼_794,1,35
理科大楼_795,1,26
理科大楼_796,1,14
理科大楼_797,1,37
理科大楼_798,1,20
理科大楼_799,1,34
理科大楼_800,1,24
理科大楼_801,1,25
理科大楼_802,1,46
理科大楼_803,1,22
理科大楼_804,1,22
理科大楼_805,1,43
理科大楼_806,1,44
理科大楼_807,1,32
理科大楼_808,1,23
理科大楼_809,1,16
理科大楼_810,1,45
理科大楼_811,1,23
理科大楼_812,1,45
理科大楼_813,1,25
理科大楼_814,1,24
理科大楼_815,1,15
理科大楼_816,1,43
理科大楼_817,1,30
理科大楼_818,1,27
理科大楼_819,1,25
理科大楼_820,1,42
理科大楼_821,1,6
理科大楼_822,1,16
理科大楼_823,1,28
理科大楼_824,1,20
理科大楼_825,1,34
理科大楼_826,1,14
理科大楼_827,1,37
理科大楼_828,1,31
理科大楼_829,1,21
理科大楼_830,1,45
理科大楼_831,1,6
理科大楼_832,1,31
理科大楼_833,1,49
理科大楼_834,1,42
理科大楼_835,1,13
理科大楼_836,1,19
理科大楼_837,1,30
理科大楼_838,1,21
理科大楼_839,1,31
理科大楼_840,1,43
理科大楼_841,1,13
理科大楼_842,1,49
理科大楼_843,1,24
理科大楼_844,1,16
理科大楼_845,1,42
理科大楼_846,1,9
理科大楼_847,1,19
理科大楼_848,1,39
理科大楼_849,1,31
理科大楼_850,1,29
理科大楼_851,1,12
理科大楼_852,1,14
理科大楼_853,1,48
理科大楼_854,1,33
理科大楼_855,1,13
理科大楼_856,1,48
理科大楼_857,1,11
理科大楼_858,1,8
理科大楼_859,1,44
理科大楼_860,1,29
理科大楼_861,1,45
理科大楼_862,1,5
理科大楼_863,1,22
理科大楼_864,1,31
理科大楼_865,1,36
理科大楼_866,1,38
理科大楼_867,1,21
理科大楼_868,1,10
理科大楼_869,1,36
理科大楼_870,1,49
理科大楼_871,1,7
理科大楼_872,1,24
理科大楼_873,1,26
理科大楼_874,1,38
理科大楼_875,1,32
理科大楼_876,1,10
理科大楼_877,1,44
理科大楼_878,1,40
理科大楼_879,1,6
理科大楼_880,1,35
理科大楼_881,1,40
理科大楼_882,1,14
理科大楼_883,1,41
理科大楼_884,1,37
理科大楼_885,1,43
理科大楼_886,1,10
理科大楼_887,1,5
理科大楼_888,1,5
理科大楼_889,1,43
理科大楼_890,1,28
理科大楼_891,1,37
理科大楼_892,1,15
理科大楼_893,1,21
理科大楼_894,1,31
理科大楼_895,1,25
理科大楼_896,1,48
理科大楼_897,1,12
理科大楼_898,1,24
理科大楼_899,1,27
理科大楼_900,1,26
理科大楼_901,1,7
理科大楼_902,1,46
理科大楼_903,1,27
理科大楼_904,1,8
理科大楼_905,1,34
理科大楼_906,1,29
理科大楼_907,1,48
理科大楼_908,1,6
理科大楼_909,1,24
理科大楼_910,1,44
理科大楼_911,1,38
理科大楼_912,1,44
理科大楼_913,1,38
理科大楼_914,1,14
理科大楼_915,1,43
理科大楼_916,1,5
理科大楼_917,1,7
理科大楼_918,1,23
理科大楼_919,1,21
理科大楼_920,1,43
理科大楼_921,1,8
理科大楼_922,1,32
理科大楼_923,1,5
理科大楼_924,1,15
理科大楼_925,1,28
理科大楼_926,1,31
理科大楼_927,1,7
理科大楼_928,1,41
理科大楼_929,1,39
理科大楼_930,1,9
理科大楼_931,1,29
理科大楼_932,1,29
理科大楼_933,1,46
理科大楼_934,1,24
理科大楼_935,1,24
理科大楼_936,1,40
理科大楼_937,1,36
理科大楼_938,1,33
理科大楼_939,1,10
理科大楼_940,1,23
理科大楼_941,1,21
理科大楼_942,1,49
理科大楼_943,1,18
理科大楼_944,1,42
理科大楼_945,1,24
理科大楼_946,1,41
理科大楼_947,1,16
理科大楼_948,1,30
理科大楼_949,1,32
理科大楼_950,1,13
理科大楼_951,1,38
理科大楼_952,1,23
理科大楼_953,1,25
理科大楼_954,1,11
理科大楼_955,1,33
理科大楼_956,1,29
理科大楼_957,1,19
理科大楼_958,1,41
理科大楼_959,1,40
理科大楼_960,1,50
理科大楼_961,1,48
理科大楼_962,1,13
理科大楼_963,1,17
理科大楼_964,1,37
理科大楼_965,1,24
理科大楼_966,1,50
理科大楼_967,1,11
理科大楼_968,1,42
理科大楼_969,1,41
理科大楼_970,1,26
理科大楼_971,1,42
理科大楼_972,1,5
理科大楼_973,1,29
理科大楼_974,1,11
理科大楼_975,1,6
理科大楼_976,1,49
理科大楼_977,1,15
理科大楼_978,1,46
理科大楼_979,1,29
理科大楼_980,1,7
理科大楼_981,1,34
理科大楼_982,1,42
理科大楼_983,1,35
理科大楼_984,1,11
理科大楼_985,1,29
理科大楼_986,1,39
理科大楼_987,1,21
理科大楼_988,1,15
理科大楼_989,1,14
理科大楼_990,1,22
理科大楼_991,1,22
理科大楼_992,1,44
理科大楼_993,1,6
理科大楼_994,1,50
理科大楼_995,1,18
理科大楼_996,1,7
理科大楼_997,1,12
理科大楼_998,1,14
理科大楼_999,1,12
理科大楼_1000,1,32
理科大楼_1001,1,6
理科大楼_1002,1,10
理科大楼_1003,1,30
理科大楼_1004,1,5
理科大楼_1005,1,22
理科大楼_1006,1,46
理科大楼_1007,1,33
理科大楼_1008,1,8
理科大楼_1009,1,24
理科大楼_1010,1,23
理科大楼_1011,1,34
理科大楼_1012,1,13
理科大楼_1013,1,15
理科大楼_1014,1,24
理科大楼_1015,1,45
理科大楼_1016,1,10
理科大楼_1017,1,36
理科大楼_1018,1,6
理科大楼_1019,1,11
理科大楼_1020,1,23
理科大楼_1021,1,26
理科大楼_1022,1,24
理科大楼_1023,1,38
理科大楼_1024,1,16
理科大楼_1025,1,37
理科大楼_1026,1,28
理科大楼_1027,1,36
理科大楼_1028,1,21
理科大楼_1029,1,11
理科大楼_1030,1,38
理科大楼_1031,1,39
理科大楼_1032,1,27
理科大楼_1033,1,12
理科大楼_1034,1,31
理科大楼_1035,1,19
理科大楼_1036,1,26
理科大楼_1037,1,19
理科大楼_1038,1,26
理科大楼_1039,1,13
理科大楼_1040,1,38
理科大楼_1041,1,14
理科大楼_1042,1,13
理科大楼_1043,1,8
理科大楼_1044,1,21
理科大楼_1045,1,50
理科大楼_1046,1,44
理科大楼_1047,1,43
理科大楼_1048,1,30
理科大楼_1049,1,8
理科大楼_1050,1,11
理科大楼_1051,1,8
理科大楼_1052,1,15
理科大楼_1053,1,13
理科大楼_1054,1,41
理科大楼_1055,1,41
理科大楼_1056,1,32
理科大楼_1057,1,7
理科大楼_1058,1,20
理科大楼_1059,1,16
理科大楼_1060,1,48
理科大楼_1061,1,11
理科大楼_1062,1,23
理科大楼_1063,1,30
理科大楼_1064,1,5
理科大楼_1065,1,18
理科大楼_1066,1,11
理科大楼_1067,1,8
